playerid,namefirst,namelast,sackposition,sacktype,sackyards,sackend
20140024,Darqueze,Dennard,CB,1,-3,in bounds
20110027,Jimmy,Smith,CB,1,-1,in bounds
20130006,Barkevious,Mingo,LB,1,-13,in bounds
20130233,David,Bass,DE,1,-7,in bounds
20130233,David,Bass,DE,1,-15,in bounds
20090530,Jamaal,Westerman,LB,0.5,-8,in bounds
20090424,Desmond,Bryant,DL,1,-9,in bounds
20100120,Geno,Atkins,DT,1,-10,in bounds
20090057,Paul,Kruger,LB,1,-5,in bounds
20120093,Brandon,Thompson,DT,1,-9,in bounds
20100054,Carlos,Dunlap,DE,1,-7,in bounds
20110011,J.J.,Watt,DE,1,-6,in bounds
20110091,Akeem,Dent,ILB,1,-7,in bounds
20110042,Brooks,Reed,OLB,1,-7,in bounds
20080167,Erik,Walden,OLB,1,-3,in bounds
20090057,Paul,Kruger,LB,1,-10,in bounds
20090057,Paul,Kruger,LB,1,-10,in bounds
20050666,Jim,Leonhard,DB,1,-11,in bounds
20130006,Barkevious,Mingo,LB,1,-4,in bounds
20110014,Robert,Quinn,DE,1,-8,in bounds
20040033,Karlos,Dansby,LB,1,-13,in bounds
20140013,Aaron,Donald,DT,1,-5,in bounds
20140249,Michael,Sam,DE,1,-6,in bounds
20140249,Michael,Sam,DE,1,-4,in bounds
20090057,Paul,Kruger,LB,1,-7,in bounds
20040033,Karlos,Dansby,LB,1,-7,in bounds
20100680,Junior,Galette,OLB,1,-2,in bounds
20090057,Paul,Kruger,LB,1,-2,in bounds
20090057,Paul,Kruger,LB,1,-3,in bounds
20050074,Justin,Tuck,DE,1,-8,in bounds
20090057,Paul,Kruger,LB,1,-7,in bounds
20110031,Cameron,Heyward,DE,1,-7,in bounds
20040033,Karlos,Dansby,LB,1,-1,in bounds
20090424,Desmond,Bryant,DL,1,-6,in bounds
20100003,Gerald,McCoy,DT,1,-6,in bounds
20120609,Jacquies,Smith,DE,1,-7,in bounds
20130006,Barkevious,Mingo,LB,1,-4,in bounds
20100003,Gerald,McCoy,DT,1,-7,in bounds
20130100,Akeem,Spence,DT,1,-6,in bounds
20090057,Paul,Kruger,LB,1,-4,in bounds
20090105,Henry,Melton,DT,1,-7,in bounds
20100026,Dan,Williams,NT,1,-9,in bounds
20090105,Henry,Melton,DT,0.5,-5,in bounds
20110165,Pernell,McPhee,OLB,1,-6,in bounds
20110072,Martez,Wilson,DE,1,-6,in bounds
20130645,Zach,Minter,DT,1,-4,in bounds
20130645,Zach,Minter,DT,1,-5,in bounds
20130894,Kenneth,Boatright,DE,1,-6,in bounds
20140525,Shaquil,Barrett,LB,1,-11,in bounds
20100695,Mitch,Unrein,DT,1,-10,in bounds
20140525,Shaquil,Barrett,LB,1,-11,in bounds
20140538,Louis,Young,CB,1,-11,in bounds
20060063,Darryl,Tapp,DE,1,-6,in bounds
20070737,James,Ihedigbo,S,1,-9,in bounds
20060191,Jeremy,Mincey,DE,1,-3,in bounds
20120138,Tahir,Whitehead,LB,1,-8,in bounds
20130005,Ezekiel,Ansah,DE,1,-13,in bounds
20100002,Ndamukong,Suh,DT,1,-5,in bounds
20100002,Ndamukong,Suh,DT,1,-10,in bounds
20070026,Anthony,Spencer,DE,1,-2,in bounds
20140034,DeMarcus,Lawrence,DE,1,-11,in bounds
20090015,Brian,Cushing,ILB,1,-8,in bounds
20100157,Arthur,Jones,DE,1,-11,in bounds
20080143,Orlando,Scandrick,CB,1,0,in bounds
20120113,Kyle,Wilber,LB,1,-7,in bounds
20130015,Kenny,Vaccaro,S,1,-7,in bounds
20120158,Jack,Crawford,DE,1,-2,in bounds
20090105,Henry,Melton,DT,1,-4,in bounds
20100015,Jason,Pierre-Paul,DE,1,-3,in bounds
20100015,Jason,Pierre-Paul,DE,1,-9,in bounds
20120081,Tyrone,Crawford,DE,1,-9,in bounds
20120059,Vinny,Curry,DE,1,-8,in bounds
20110116,Casey,Matthews,LB,1,-5,in bounds
20100013,Brandon,Graham,LB,1,-5,in bounds
20120012,Fletcher,Cox,DE,1,-7,in bounds
20010004,Justin,Smith,DT,1,-9,in bounds
20110040,Bruce,Carter,LB,1,-9,in bounds
20010004,Justin,Smith,DT,1,-11,in bounds
20060772,Ahmad,Brooks,LB,1,-6,in bounds
20070024,Brandon,Meriweather,S,1,-12,in bounds
20100103,Perry,Riley,LB,1,-11,in bounds
20090105,Henry,Melton,DT,1,-8,in bounds
20110016,Ryan,Kerrigan,LB,1,-12,in bounds
20120119,Keenan,Robinson,LB,1,-12,in bounds
20090105,Henry,Melton,DT,1,-1,in bounds
20060191,Jeremy,Mincey,DE,1,-4,in bounds
20070024,Brandon,Meriweather,S,1,-7,in bounds
20110002,Von,Miller,LB,1,-10,in bounds
20060091,Frostee,Rucker,DE,1,-3,in bounds
20050011,DeMarcus,Ware,DE,0.5,-8,in bounds
20120137,Malik,Jackson,DE,0.5,-3,in bounds
20120478,Steven,Johnson,LB,0.5,-1,in bounds
20120137,Malik,Jackson,DE,1,-6,in bounds
20110002,Von,Miller,LB,1,-5,in bounds
20110460,Chris,Harris,CB,1,-2,in bounds
20100238,Ricardo,Mathews,NT,1,-6,in bounds
20110097,Sione,Fua,DT,0.5,-7,in bounds
20120026,Whitney,Mercilus,OLB,1,-8,in bounds
20110067,Nate,Irving,LB,1,-8,in bounds
20050011,DeMarcus,Ware,DE,0.5,-7,in bounds
20050011,DeMarcus,Ware,DE,1,-1,in bounds
20080167,Erik,Walden,OLB,1,-10,in bounds
20140166,Jonathan,Newsome,DE,1,-9,in bounds
20080167,Erik,Walden,OLB,1,-2,in bounds
20110002,Von,Miller,LB,1,-3,in bounds
20120142,Brandon,Marshall,LB,1,-5,in bounds
20060020,Tamba,Hali,LB,1,-5,in bounds
20130028,Sylvester,Williams,DT,1,-8,in bounds
20130104,Jelani,Jenkins,LB,1,-8,in bounds
20090072,Terrance,Knighton,DT,1,-12,in bounds
20110002,Von,Miller,LB,1,-7,in bounds
20050074,Justin,Tuck,DE,1,-3,in bounds
20080020,Aqib,Talib,CB,1,-8,in bounds
20130440,Lerentee,McCray,LB,1,-11,in bounds
20110002,Von,Miller,LB,1,-5,in bounds
20090072,Terrance,Knighton,DT,0.5,-2,in bounds
20050011,DeMarcus,Ware,DE,1,-1,in bounds
20100038,T.J.,Ward,S,1,-6,in bounds
20110052,Marvin,Austin,DT,1,-10,in bounds
20140108,Cassius,Marsh,DE,1,-5,in bounds
20050011,DeMarcus,Ware,DE,1,-7,in bounds
20140150,Aaron,Lynch,LB,1,-7,in bounds
20110002,Von,Miller,LB,1,-8,in bounds
20140077,Chris,Borland,LB,1,-7,in bounds
20050011,DeMarcus,Ware,DE,1,-9,in bounds
20120137,Malik,Jackson,DE,1,-9,in bounds
20110002,Von,Miller,LB,1,-10,in bounds
20050011,DeMarcus,Ware,DE,1,-10,in bounds
20060001,Mario,Williams,DE,1,-2,in bounds
20090506,Ashlee,Palmer,LB,1,-9,in bounds
20110003,Marcell,Dareus,DT,1,-7,in bounds
20110003,Marcell,Dareus,DT,1,-1,in bounds
20100031,Jerry,Hughes,DE,1,-1,in bounds
20100638,George,Johnson,DE,1,-5,in bounds
20110003,Marcell,Dareus,DT,1,-10,in bounds
20100031,Jerry,Hughes,DE,1,-6,in bounds
20040126,Jared,Allen,DE,1,-5,in bounds
20080087,Andre,Fluellen,DT,1,-8,in bounds
20100213,Willie,Young,DE,1,-9,in bounds
20080054,Jason,Jones,DE,1,-8,in bounds
20040126,Jared,Allen,DE,1,-2,in bounds
20130005,Ezekiel,Ansah,DE,1,-8,in bounds
20130006,Barkevious,Mingo,LB,1,-9,in bounds
20060116,Stephen,Tulloch,LB,1,-7,in bounds
20100056,Mike,Neal,LB,1,-2,in bounds
20100002,Ndamukong,Suh,DT,1,-8,in bounds
20020002,Julius,Peppers,LB,1,-6,in bounds
20110013,Nick,Fairley,DT,1,0,in bounds
20100638,George,Johnson,DE,1,-9,in bounds
20130132,Devin,Taylor,DE,1,-9,in bounds
20120138,Tahir,Whitehead,LB,1,-1,in bounds
20120138,Tahir,Whitehead,LB,1,-1,in bounds
20090506,Ashlee,Palmer,LB,1,-9,in bounds
20120138,Tahir,Whitehead,LB,1,-1,in bounds
20050454,Cameron,Wake,DE,1,0,in bounds
20100002,Ndamukong,Suh,DT,1,-10,in bounds
20130005,Ezekiel,Ansah,DE,1,-11,in bounds
20130104,Jelani,Jenkins,LB,1,-10,in bounds
20050454,Cameron,Wake,DE,1,-9,in bounds
20090506,Ashlee,Palmer,LB,0.5,-8,in bounds
20100638,George,Johnson,DE,1,-11,in bounds
20130132,Devin,Taylor,DE,1,-2,in bounds
20100002,Ndamukong,Suh,DT,1,-8,in bounds
20080054,Jason,Jones,DE,1,-10,in bounds
20070737,James,Ihedigbo,S,0.5,-7,in bounds
20100680,Junior,Galette,OLB,1,-8,in bounds
20120162,Corey,White,CB,1,-6,in bounds
20060140,Parys,Haralson,OLB,1,0,in bounds
20100638,George,Johnson,DE,1,-10,in bounds
20100638,George,Johnson,DE,0.5,-9,in bounds
20090018,Robert,Ayers,DE,1,-5,in bounds
20100638,George,Johnson,DE,1,-10,in bounds
20120609,Jacquies,Smith,DE,1,0,in bounds
20090076,DeAndre,Levy,LB,1,-8,in bounds
20090076,DeAndre,Levy,LB,1,-5,in bounds
20120609,Jacquies,Smith,DE,1,0,in bounds
20130126,William,Gholston,DE,1,-8,in bounds
20090016,Larry,English,DE,1,-9,in bounds
20130005,Ezekiel,Ansah,DE,1,-4,in bounds
20100002,Ndamukong,Suh,DT,1,-11,in bounds
20080087,Andre,Fluellen,DT,1,-5,in bounds
20080154,Kroy,Biermann,DE,1,-4,in bounds
20080154,Kroy,Biermann,DE,1,0,in bounds
20090026,Clay,Matthews,LB,1,-1,in bounds
20070083,Charles,Johnson,DE,1,-10,in bounds
20120028,Nick,Perry,LB,1,-12,in bounds
20020002,Julius,Peppers,LB,1,-6,in bounds
20050014,Thomas,Davis,LB,1,-4,in bounds
20020002,Julius,Peppers,LB,0.5,-7,in bounds
20090026,Clay,Matthews,LB,1,-5,in bounds
20100071,Morgan,Burnett,S,1,-8,in bounds
20020002,Julius,Peppers,LB,1,-5,in bounds
20090026,Clay,Matthews,LB,1,-5,in bounds
20130232,Sam,Barrington,LB,1,-9,in bounds
20020002,Julius,Peppers,LB,1,-5,in bounds
20060191,Jeremy,Mincey,DE,1,-5,in bounds
20060191,Jeremy,Mincey,DE,1,-9,in bounds
20140034,DeMarcus,Lawrence,DE,1,-10,in bounds
20120028,Nick,Perry,LB,1,-8,in bounds
20120028,Nick,Perry,LB,0.5,-5,in bounds
20100056,Mike,Neal,LB,0.5,-3,in bounds
20090026,Clay,Matthews,LB,1,-6,in bounds
20080054,Jason,Jones,DE,1,-7,in bounds
20120132,Mike,Daniels,DT,1,-9,in bounds
20140551,Jay,Elliot,LB,1,-5,in bounds
20120114,Jaye,Howard,DT,0.5,-8,in bounds
20100432,Kyle,Love,DT,1,-7,in bounds
20140554,Adrian,Hubbard,LB,1,-10,in bounds
20120028,Nick,Perry,LB,1,-9,in bounds
20130023,Sharrif,Floyd,DT,1,-10,in bounds
20120132,Mike,Daniels,DT,1,-8,in bounds
20100100,Everson,Griffen,DE,1,-4,in bounds
20080152,Letroy,Guion,DT,0.5,-10,in bounds
20020002,Julius,Peppers,LB,0.5,0,in bounds
20080152,Letroy,Guion,DT,1,-6,in bounds
20120028,Nick,Perry,LB,1,-1,in bounds
20110039,Akeem,Ayers,LB,1,-9,in bounds
20120025,Dont'a,Hightower,LB,1,-9,in bounds
20130198,Chris,Jones,DT,1,-5,in bounds
20130052,Jamie,Collins,LB,1,-6,in bounds
20120132,Mike,Daniels,DT,0.5,-9,in bounds
20120016,Quinton,Coples,LB,1,-4,in bounds
20120077,Demario,Davis,LB,1,-10,in bounds
20120132,Mike,Daniels,DT,1,-7,in bounds
20120077,Demario,Davis,LB,1,-12,in bounds
20030018,Calvin,Pace,LB,1,-10,in bounds
20090026,Clay,Matthews,LB,1,-3,in bounds
20020002,Julius,Peppers,LB,1,-5,in bounds
20070046,LaMarr,Woodley,DE,1,-6,in bounds
20120028,Nick,Perry,LB,1,-18,in bounds
20140551,Jay,Elliot,LB,1,-15,in bounds
20120614,Kaelin,Burnett,LB,1,0,in bounds
20080152,Letroy,Guion,DT,1,-7,in bounds
20100056,Mike,Neal,LB,1,-9,in bounds
20090026,Clay,Matthews,LB,1,-10,in bounds
20120059,Vinny,Curry,DE,1,-2,in bounds
20140001,Jadeveon,Clowney,OLB,1,-7,in bounds
20080052,Quentin,Groves,OLB,1,-7,in bounds
20060151,Tim,Dobbins,LB,1,-1,in bounds
20090125,Lawrence,Sidbury,OLB,1,-2,in bounds
20120126,Jared,Crick,DE,1,-10,in bounds
20110011,J.J.,Watt,DE,1,-7,in bounds
20120126,Jared,Crick,DE,1,-5,in bounds
20060001,Mario,Williams,DE,0.5,0,in bounds
20120126,Jared,Crick,DE,0.5,0,in bounds
20120105,Nigel,Bradham,LB,1,-2,in bounds
20110003,Marcell,Dareus,DT,1,-2,in bounds
20060001,Mario,Williams,DE,1,-6,in bounds
20100054,Carlos,Dunlap,DE,1,-5,in bounds
20110011,J.J.,Watt,DE,1,-2,in bounds
20080167,Erik,Walden,OLB,1,-1,in bounds
20060034,D'Qwell,Jackson,ILB,1,-8,in bounds
20130129,John,Simon,ILB,1,-2,in bounds
20090244,Ricky Jean,Francois,DT,1,-4,in bounds
20110011,J.J.,Watt,DE,1,-3,in bounds
20140166,Jonathan,Newsome,DE,1,-3,in bounds
20130024,Bjoern,Werner,OLB,1,0,in bounds
20110011,J.J.,Watt,DE,1,-8,in bounds
20110011,J.J.,Watt,DE,1,-2,in bounds
20100010,Tyson,Alualu,DE,1,-2,in bounds
20120026,Whitney,Mercilus,OLB,1,-3,in bounds
20080175,Geno,Hayes,LB,1,-5,in bounds
20030589,Chris,Clemons,DE,1,-5,in bounds
20030589,Chris,Clemons,DE,1,-8,in bounds
20120126,Jared,Crick,DE,1,-5,in bounds
20110011,J.J.,Watt,DE,1,-10,in bounds
20140224,Beau,Allen,DT,0.5,-8,in bounds
20120046,Mychal,Kendricks,LB,1,-6,in bounds
20120026,Whitney,Mercilus,OLB,1,-11,in bounds
20120026,Whitney,Mercilus,OLB,1,-9,in bounds
20100013,Brandon,Graham,LB,1,-1,in bounds
20130129,John,Simon,ILB,0.5,-6,in bounds
20110011,J.J.,Watt,DE,1,-7,in bounds
20090046,Connor,Barwin,LB,1,-6,in bounds
20110011,J.J.,Watt,DE,0.5,-7,in bounds
20120026,Whitney,Mercilus,OLB,1,-3,in bounds
20130714,Chase,Thomas,LB,0.5,0,in bounds
20140825,Jason,Ankrah,OLB,1,-6,in bounds
20130517,Mike,Purcell,NT,1,-2,in bounds
20110042,Brooks,Reed,OLB,1,-11,in bounds
20110011,J.J.,Watt,DE,1,-14,in bounds
20090639,Tim,Jamison,DE,1,-14,in bounds
20110011,J.J.,Watt,DE,1,-10,in bounds
20130057,D.J.,Swearinger,SS,1,-8,in bounds
20110042,Brooks,Reed,OLB,1,-12,in bounds
20120026,Whitney,Mercilus,OLB,1,-6,in bounds
20110011,J.J.,Watt,DE,1,-6,in bounds
20030066,Cory,Redding,DE,1,-12,in bounds
20130024,Bjoern,Werner,OLB,1,-7,in bounds
20100429,Sergio,Brown,S,1,-11,in bounds
20110165,Pernell,McPhee,OLB,1,-7,in bounds
20130024,Bjoern,Werner,OLB,1,-8,in bounds
20060123,Domata,Peko,DT,1,0,in bounds
20100054,Carlos,Dunlap,DE,0.5,-9,in bounds
20030066,Cory,Redding,DE,1,-8,in bounds
20090244,Ricky Jean,Francois,DT,1,-6,in bounds
20130024,Bjoern,Werner,OLB,1,-5,in bounds
20140576,Zach,Kerr,NT,1,-4,in bounds
20130053,Margus,Hunt,DE,0.5,-8,in bounds
20090244,Ricky Jean,Francois,DT,0.5,-5,in bounds
20030066,Cory,Redding,DE,1,-3,in bounds
20080478,Jerrell,Freeman,ILB,1,-3,in bounds
20090244,Ricky Jean,Francois,DT,1,-5,in bounds
20110011,J.J.,Watt,DE,1,-12,in bounds
20110011,J.J.,Watt,DE,1,-7,in bounds
20030589,Chris,Clemons,DE,1,-1,in bounds
20030589,Chris,Clemons,DE,1,-9,in bounds
20140159,Chris,Smith,DE,1,-19,in bounds
20030589,Chris,Clemons,DE,1,-5,in bounds
20120564,Ryan,Davis,DE,1,-5,in bounds
20060034,D'Qwell,Jackson,ILB,1,-12,in bounds
20070006,LaRon,Landry,S,1,-7,in bounds
20080478,Jerrell,Freeman,ILB,0.5,-7,in bounds
20060135,Rob,Ninkovich,DE,1,0,in bounds
20080167,Erik,Walden,OLB,1,-9,in bounds
20110024,Cameron,Jordan,DE,1,-7,in bounds
20100680,Junior,Galette,OLB,1,-1,in bounds
20140576,Zach,Kerr,NT,1,-8,in bounds
20140885,Henoc,Muamba,LB,1,-6,in bounds
20140660,Kasim,Edebali,OLB,1,-1,in bounds
20140672,Lawrence,Virgil,DT,1,-11,in bounds
20060034,D'Qwell,Jackson,ILB,1,-6,in bounds
20140174,Devon,Kennard,LB,1,-5,in bounds
20140824,Kelcy,Quarles,DT,1,0,in bounds
20130081,Damontre,Moore,DE,1,-9,in bounds
20140576,Zach,Kerr,NT,0.5,-10,in bounds
20140166,Jonathan,Newsome,DE,0.5,-8,in bounds
20080167,Erik,Walden,OLB,1,-11,in bounds
20030066,Cory,Redding,DE,1,-9,in bounds
20140576,Zach,Kerr,NT,1,0,in bounds
20060034,D'Qwell,Jackson,ILB,1,-9,in bounds
20110016,Ryan,Kerrigan,LB,1,-9,in bounds
20080478,Jerrell,Freeman,ILB,1,-5,in bounds
20140166,Jonathan,Newsome,DE,0.5,-9,in bounds
20140166,Jonathan,Newsome,DE,1,-7,in bounds
20080167,Erik,Walden,OLB,1,-8,in bounds
20080167,Erik,Walden,OLB,1,-6,in bounds
20090131,Gregory,Toler,CB,1,-16,in bounds
20120564,Ryan,Davis,DE,0.5,-5,in bounds
20130435,Paul,Worrilow,LB,0.5,-10,in bounds
20080175,Geno,Hayes,LB,1,-5,in bounds
20130127,Malliciah,Goodman,DE,1,-10,in bounds
20120564,Ryan,Davis,DE,1,-6,in bounds
20120164,Jonathan,Massaquoi,DE,1,-3,in bounds
20100217,Dekoda,Watson,LB,1,-6,in bounds
20040033,Karlos,Dansby,LB,1,-6,in bounds
20140144,Telvin,Smith,LB,1,-2,in bounds
20140071,Christian,Kirksey,LB,1,-2,in bounds
20070034,Paul,Posluszny,LB,1,-8,in bounds
20030589,Chris,Clemons,DE,1,-8,in bounds
20060191,Jeremy,Mincey,DE,1,-8,in bounds
20080140,Brandon,Carr,CB,1,-7,in bounds
20120158,Jack,Crawford,DE,1,-8,in bounds
20090062,Sen'Derrick,Marks,DT,1,-6,in bounds
20130695,Cameron,Lawrence,LB,1,-5,in bounds
20140159,Chris,Smith,DE,0.5,0,in bounds
20110011,J.J.,Watt,DE,1,-7,in bounds
20110011,J.J.,Watt,DE,1,-5,in bounds
20110011,J.J.,Watt,DE,1,-5,in bounds
20110042,Brooks,Reed,OLB,1,0,in bounds
20060034,D'Qwell,Jackson,ILB,1,0,in bounds
20080167,Erik,Walden,OLB,1,-2,in bounds
20120038,Andre,Branch,DE,1,-5,in bounds
20070006,LaRon,Landry,S,1,-9,in bounds
20080167,Erik,Walden,OLB,1,-11,in bounds
20090062,Sen'Derrick,Marks,DT,0.5,0,in bounds
20130024,Bjoern,Werner,OLB,1,-4,in bounds
20140824,Kelcy,Quarles,DT,1,-6,in bounds
20120564,Ryan,Davis,DE,1,-4,in bounds
20090062,Sen'Derrick,Marks,DT,1,-7,in bounds
20110647,Jonathan,Freeny,LB,1,-4,in bounds
20050454,Cameron,Wake,DE,1,-3,in bounds
20120564,Ryan,Davis,DE,1,-7,in bounds
20120072,Olivier,Vernon,DE,1,-7,in bounds
20100163,Reshad,Jones,S,1,-8,in bounds
20140234,Terrence,Fede,DE,1,-5,in bounds
20100251,Stevie,Brown,S,1,-6,in bounds
20080660,Jameel,McClain,LB,1,-7,in bounds
20140174,Devon,Kennard,LB,1,-7,in bounds
20080175,Geno,Hayes,LB,1,-15,in bounds
20090062,Sen'Derrick,Marks,DT,1,-7,in bounds
20140174,Devon,Kennard,LB,1,-9,in bounds
20130049,Johnathan,Hankins,DT,1,-11,in bounds
20100015,Jason,Pierre-Paul,DE,0.5,-9,in bounds
20100010,Tyson,Alualu,DE,1,-1,in bounds
20100015,Jason,Pierre-Paul,DE,1,-5,in bounds
20090062,Sen'Derrick,Marks,DT,1,-11,in bounds
20100052,Jason,Worilds,LB,1,-4,in bounds
20070034,Paul,Posluszny,LB,1,-2,in bounds
20130556,Abry,Jones,DT,1,-6,in bounds
20130556,Abry,Jones,DT,1,-4,in bounds
20030589,Chris,Clemons,DE,1,0,in bounds
20030589,Chris,Clemons,DE,1,-5,in bounds
20100010,Tyson,Alualu,DE,1,0,in bounds
20130147,Steven,Means,DE,1,-7,in bounds
20140159,Chris,Smith,DE,1,-2,in bounds
20130556,Abry,Jones,DT,1,-3,in bounds
20140159,Chris,Smith,DE,1,-5,in bounds
20100016,Derrick,Morgan,LB/DE,1,-2,in bounds
20090115,Sammie Lee,Hill,DL,1,0,in bounds
20120564,Ryan,Davis,DE,1,-8,in bounds
20080407,Wesley,Woodyard,LB,1,-5,in bounds
20100016,Derrick,Morgan,LB/DE,1,-6,in bounds
20090062,Sen'Derrick,Marks,DT,1,-9,in bounds
20040117,Robert,Geathers,DE,1,-6,in bounds
20080200,Joe,Mays,LB,1,-7,in bounds
20140024,Darqueze,Dennard,CB,1,-4,in bounds
20120812,Emmanuel,Lamur,LB,1,-1,in bounds
20120189,Christo,Bilukidi,DT,1,-2,in bounds
20130053,Margus,Hunt,DE,1,-3,in bounds
20110066,Dontay,Moch,DE,1,-2,in bounds
20120114,Jaye,Howard,DT,1,-6,in bounds
20100038,T.J.,Ward,S,1,-13,in bounds
20110108,Quinton,Carter,S,1,-6,in bounds
20110070,Justin,Houston,LB,1,-5,in bounds
20120142,Brandon,Marshall,LB,1,-12,in bounds
20110002,Von,Miller,LB,1,-5,in bounds
20110002,Von,Miller,LB,1,-6,in bounds
20050011,DeMarcus,Ware,DE,1,-1,in bounds
20110070,Justin,Houston,LB,1,-4,in bounds
20110639,Ron,Parker,CB,1,-14,in bounds
20110014,Robert,Quinn,DE,1,-1,in bounds
20110014,Robert,Quinn,DE,1,-7,in bounds
20110086,Allen,Bailey,DL,1,-5,in bounds
20110070,Justin,Houston,LB,1,-6,in bounds
20140023,Dee,Ford,LB,0.5,-4,in bounds
20110070,Justin,Houston,LB,1,-7,in bounds
20120114,Jaye,Howard,DT,0.5,-4,in bounds
20060020,Tamba,Hali,LB,1,-6,in bounds
20120114,Jaye,Howard,DT,1,-3,in bounds
20100100,Everson,Griffen,DE,1,-2,in bounds
20070102,Brian,Robison,DE,0.5,-9,in bounds
20100100,Everson,Griffen,DE,0.5,-4,in bounds
20050015,Derrick,Johnson,LB,1,-8,in bounds
20100109,Corey,Wootton,DE,1,-6,in bounds
20110683,Justin,Trattou,DE,0.5,-9,in bounds
20120156,Shaun,Prater,CB,1,-3,in bounds
20130198,Chris,Jones,DT,0.5,-8,in bounds
20110070,Justin,Houston,LB,1,-3,in bounds
20060020,Tamba,Hali,LB,1,-5,in bounds
20130596,Joe,Vellano,DL,1,-4,in bounds
20110070,Justin,Houston,LB,1,-6,in bounds
20110070,Justin,Houston,LB,1,-2,in bounds
20110070,Justin,Houston,LB,1,-8,in bounds
20120011,Dontari,Poe,DT,1,0,in bounds
20040027,Jason,Babin,LB,1,-3,in bounds
20110070,Justin,Houston,LB,1,-2,in bounds
20120114,Jaye,Howard,DT,0.5,-4,in bounds
20110859,Ricky,Lumpkin,DT,1,-2,in bounds
20060020,Tamba,Hali,LB,1,-5,in bounds
20140023,Dee,Ford,LB,0.5,-9,in bounds
20090735,Joshua,Mauga,LB,0.5,-7,in bounds
20110070,Justin,Houston,LB,1,-6,in bounds
20020011,Dwight,Freeney,OLB,1,-6,in bounds
20110070,Justin,Houston,LB,1,-6,in bounds
20110234,Andrew,Gachkar,ILB,1,0,in bounds
20110070,Justin,Houston,LB,1,0,in bounds
20110018,Corey,Liuget,DE,1,-3,in bounds
20120011,Dontari,Poe,DT,1,-8,in bounds
20120018,Melvin,Ingram,OLB,1,-8,in bounds
20110086,Allen,Bailey,DL,1,-6,in bounds
20110070,Justin,Houston,LB,1,-9,in bounds
20110070,Justin,Houston,LB,1,-12,in bounds
20120015,Bruce,Irvin,LB,1,-6,in bounds
20060020,Tamba,Hali,LB,1,-2,in bounds
20120011,Dontari,Poe,DT,1,-8,in bounds
20080407,Wesley,Woodyard,LB,1,-3,in bounds
20110086,Allen,Bailey,DL,1,-10,in bounds
20110070,Justin,Houston,LB,1,-2,in bounds
20120115,Coty,Sensabaugh,CB,1,-6,in bounds
20090210,Vance,Walker,DE,1,-10,in bounds
20110142,Karl,Klug,DE,1,-7,in bounds
20110070,Justin,Houston,LB,1,-1,in bounds
20090115,Sammie Lee,Hill,DL,1,-8,in bounds
20020128,Larry,Foote,LB,1,-5,in bounds
20140013,Aaron,Donald,DT,1,-8,in bounds
20060091,Frostee,Rucker,DE,1,-13,in bounds
20100189,Eugene,Sims,DE,1,-11,in bounds
20110002,Von,Miller,LB,1,-5,in bounds
20090035,James,Laurinaitis,LB,1,-8,in bounds
20120036,Derek,Wolfe,DE,1,0,in bounds
20140013,Aaron,Donald,DT,1,-12,in bounds
20050011,DeMarcus,Ware,DE,1,-9,in bounds
20140557,Mike,Pennel,DT,1,-9,in bounds
20140763,Ethan,Westbrooks,DT,1,-1,in bounds
20130232,Sam,Barrington,LB,1,-7,in bounds
20140021,Ha Ha,Clinton-Dix,S,1,-3,in bounds
20140249,Michael,Sam,DE,1,-10,in bounds
20140551,Jay,Elliot,LB,1,-8,in bounds
