playerid,namefirst,namelast,sackposition,sacktype,sackyards,sackend
20040519,Nick,McNeil,LB,1,-5,in bounds
20030227,Clint,Mitchell,DE,1,-6,in bounds
20060032,Mathias,Kiwanuka,DE,1,-10,in bounds
20050074,Justin,Tuck,DE,1,-1,in bounds
20050642,Mike,Wright,DL,1,-6,in bounds
20050432,Adrian,Awasom,DE,1,-5,in bounds
20030056,Osi,Umenyiora,DE,1,-9,in bounds
20020143,Scott,Fujita,LB,1,-6,in bounds
20030251,Scott,Shanle,LB,1,-9,in bounds
20060168,Omar,Gaither,LB,1,-12,in bounds
19960242,Carlos,Emmons,LB,1,-10,in bounds
20020536,Will,Demps,S,1,-6,in bounds
20060032,Mathias,Kiwanuka,DE,1,-5,in bounds
19960003,Simeon,Rice,DE,1,-5,in bounds
20010183,Ellis,Wyms,DT,1,-6,in bounds
20040097,Reggie,Torbor,LB,1,0,in bounds
19930040,Michael,Strahan,DE,1,-8,in bounds
20000055,Fred,Robbins,DT,1,-6,in bounds
20030056,Osi,Umenyiora,DE,1,-9,in bounds
20020061,Ryan,Denney,DE,1,-8,in bounds
20030053,Victor,Hobson,LB,1,-5,in bounds
20020022,Bryan,Thomas,DE,1,-8,in bounds
20030053,Victor,Hobson,LB,1,0,in bounds
20010046,Aaron,Schobel,DE,1,-10,in bounds
20020061,Ryan,Denney,DE,1,0,in bounds
20010046,Aaron,Schobel,DE,1,-12,in bounds
20010046,Aaron,Schobel,DE,1,-9,in bounds
20050123,Kerry,Rhodes,S,1,-8,in bounds
20060159,Mark,Anderson,DE,0.5,0,in bounds
20000479,Adewale,Ogunleye,DE,1,-6,in bounds
20030004,Dewayne,Robertson,DT,1,-8,in bounds
20020035,Kalimba,Edwards,DE,1,-6,in bounds
20030066,Cory,Redding,DE,0.5,-6,in bounds
20040118,Anthony,Maddox,DT,1,-9,in bounds
20020022,Bryan,Thomas,DE,1,-4,in bounds
20030004,Dewayne,Robertson,DT,0.5,-9,in bounds
20000012,Shaun,Ellis,DE,1,0,in bounds
20020022,Bryan,Thomas,DE,1,-1,in bounds
20030138,Robert,Mathis,DE,1,-13,in bounds
20000012,Shaun,Ellis,DE,1,-12,in bounds
19990058,Montae,Reagor,DT,1,-5,in bounds
20030138,Robert,Mathis,DE,1,-3,in bounds
20000012,Shaun,Ellis,DE,1,-13,in bounds
19970073,Jason,Taylor,LB,1,0,in bounds
19980019,Vonnie,Holliday,DT,1,-6,in bounds
20030239,Tully,Banta-Cain,LB,0.5,-6,in bounds
20010006,Richard,Seymour,DL,1,-1,in bounds
20040021,Vince,Wilfork,DL,1,-3,in bounds
20050123,Kerry,Rhodes,S,1,-9,in bounds
19970091,Mike,Vrabel,LB,0.5,-10,in bounds
20040136,Gibril,Wilson,S,1,-6,in bounds
20010483,Antonio,Pierce,LB,1,-5,in bounds
20030004,Dewayne,Robertson,DT,1,-3,in bounds
20050123,Kerry,Rhodes,S,1,-2,in bounds
20000105,Brandon,Short,LB,1,-9,in bounds
20040234,Trevor,Johnson,DE,1,-7,in bounds
20000105,Brandon,Short,LB,1,-7,in bounds
20050432,Adrian,Awasom,DE,1,-12,in bounds
19950012,Warren,Sapp,DT,1,-8,in bounds
20050123,Kerry,Rhodes,S,1,-8,in bounds
19990146,Eric,Barton,LB,1,-7,in bounds
20040715,Dedrick,Roper,LB,1,-2,in bounds
20040553,Darrell,Lee,DE,1,-9,in bounds
20040553,Darrell,Lee,DE,1,-8,in bounds
20040033,Karlos,Dansby,OLB,1,0,in bounds
20010063,Derrick,Burgess,DE,1,-10,in bounds
20060107,Gabe,Watson,DT,1,-5,in bounds
19970086,Bertrand,Berry,DE,1,-4,in bounds
19970086,Bertrand,Berry,DE,1,-8,in bounds
20010063,Derrick,Burgess,DE,1,-10,in bounds
19950022,Tyrone,Poole,CB,1,-9,in bounds
19970086,Bertrand,Berry,DE,1,-4,in bounds
20050574,Simon,Fraser,DL,1,-2,in bounds
20010063,Derrick,Burgess,DE,1,-9,in bounds
20060013,Kamerion,Wimbley,LB,1,-8,in bounds
20010063,Derrick,Burgess,DE,1,-4,in bounds
20060013,Kamerion,Wimbley,LB,1,-5,in bounds
20020141,Andra,Davis,LB,1,-7,in bounds
19990031,Al,Wilson,LB,1,-5,in bounds
19950012,Warren,Sapp,DT,1,-4,in bounds
19950012,Warren,Sapp,DT,1,-5,in bounds
19970017,Kenard,Lang,DE,1,-6,in bounds
19970017,Kenard,Lang,DE,1,-5,in bounds
20010063,Derrick,Burgess,DE,1,-10,in bounds
20050037,Shaun,Cody,DT,1,-7,in bounds
20010243,Terdell,Sands,DT,1,-11,in bounds
19960057,Lance,Johnstone,DE,1,0,in bounds
20050037,Shaun,Cody,DT,1,-7,in bounds
20060033,DeMeco,Ryans,LB,1,-8,in bounds
19980462,Lional,Dalton,DT,1,-2,in bounds
20040027,Jason,Babin,LB,1,-15,in bounds
20010243,Terdell,Sands,DT,1,-1,in bounds
20010063,Derrick,Burgess,DE,1,-10,in bounds
19970152,Ndukwe,Kalu,DE,1,-12,in bounds
19950012,Warren,Sapp,DT,1,-8,in bounds
20040673,Tommy,Kelly,DT,1,-11,in bounds
20050798,Kevin,Huntley,DE,0.5,-7,in bounds
20040122,Glenn,Earl,SS,1,-12,in bounds
20060020,Tamba,Hali,DE,1,-9,in bounds
20040126,Jared,Allen,DE,1,-13,in bounds
20050798,Kevin,Huntley,DE,1,-4,in bounds
19950012,Warren,Sapp,DT,1,-2,in bounds
19970419,Sammy,Knight,S,1,-6,in bounds
20060228,Jarrad,Page,S,1,-3,in bounds
20000137,Clark,Haggans,OT,0.5,-2,in bounds
19990073,Joey,Porter,LB,1,-3,in bounds
20000137,Clark,Haggans,OT,1,-7,in bounds
20010063,Derrick,Burgess,DE,1,-3,in bounds
20010063,Derrick,Burgess,DE,1,-6,in bounds
19970008,James,Farrior,LB,1,-8,in bounds
20040673,Tommy,Kelly,DT,1,-9,in bounds
20040673,Tommy,Kelly,DT,1,-3,in bounds
19970423,Travis,Kirschke,DE,1,-8,in bounds
19990073,Joey,Porter,LB,1,-6,in bounds
19950012,Warren,Sapp,DT,1,-9,in bounds
20050012,Shawne,Merriman,LB,1,-8,in bounds
20040098,Shaun,Phillips,LB,0.5,-3,in bounds
19960098,Donnie,Edwards,LB,0.5,-7,in bounds
20050012,Shawne,Merriman,LB,1,-8,in bounds
19980495,Jamal,Williams,DT,1,-7,in bounds
20050012,Shawne,Merriman,LB,1,-3,in bounds
20050028,Luis,Castillo,DE,1,-7,in bounds
20040098,Shaun,Phillips,LB,1,-5,in bounds
20030563,Stephen,Cooper,LB,1,-6,in bounds
20010554,Lance,Legree,DE,1,-10,in bounds
20050078,Kirk,Morrison,LB,1,-7,in bounds
19960166,La'Roi,Glover,DT,1,-5,in bounds
20020038,Raonall,Smith,LB,1,-12,in bounds
20050798,Kevin,Huntley,DE,1,-12,in bounds
20010063,Derrick,Burgess,DE,1,-6,in bounds
19980065,Leonard,Little,DE,1,-3,in bounds
19950012,Warren,Sapp,DT,1,-9,in bounds
19980065,Leonard,Little,DE,1,-6,in bounds
20050102,Sean,Considine,S,1,-9,in bounds
20010474,Juqua,Parker,DL,1,-9,in bounds
20010474,Juqua,Parker,DL,1,-11,in bounds
20050063,Matt,McCoy,LB,1,0,in bounds
20050063,Matt,McCoy,LB,1,-8,in bounds
19990038,Mike,Rucker,DE,1,-8,in bounds
20050139,David,McMillan,LB,1,-6,in bounds
20050139,David,McMillan,LB,1,-9,in bounds
20000033,Darren,Howard,DE,1,-11,in bounds
20030015,Jerome,McDougle,DE,1,-10,in bounds
20060204,LaJuan,Ramsey,DT,1,-9,in bounds
20060181,Babatunde,Oshinowo,DT,1,-7,in bounds
20060623,Dejuan,Skinner,TE,0.5,-7,in bounds
20000071,Darwin,Walker,DT,1,-14,in bounds
20050011,DeMarcus,Ware,LB,1,-8,in bounds
20050224,Jay,Ratliff,DE,1,-6,in bounds
19980008,Greg,Ellis,LB,1,-9,in bounds
20000033,Darren,Howard,DE,1,-2,in bounds
20050146,Trent,Cole,LB,1,-8,in bounds
20000071,Darwin,Walker,DT,1,-5,in bounds
20010474,Juqua,Parker,DL,1,-2,in bounds
20000071,Darwin,Walker,DT,1,-12,in bounds
20000033,Darren,Howard,DE,1,-6,in bounds
20000149,Kabeer,Gbaja-Biamila,DE,1,-5,in bounds
20040025,Ahmad,Carroll,CB,1,-2,in bounds
20030700,Cullen,Jenkins,DT/DE,1,-9,in bounds
20020156,Aaron,Kampman,DE,0.5,-16,in bounds
20020009,John,Henderson,DT,0.5,-6,in bounds
20060080,Clint,Ingram,LB,1,0,in bounds
20000241,Rob,Meier,DT,0.5,-10,in bounds
20000177,Dhani,Jones,LB,0.5,-11,in bounds
20060160,Brent,Hawkins,LB,1,-3,in bounds
20050031,Mike,Patterson,DT,1,-1,in bounds
20000071,Darwin,Walker,DT,1,-5,in bounds
20050146,Trent,Cole,LB,1,-7,in bounds
20010474,Juqua,Parker,DL,1,-7,in bounds
19990016,Jevon,Kearse,DE,1,-9,in bounds
20050146,Trent,Cole,LB,1,-9,in bounds
20030056,Osi,Umenyiora,DE,1,-6,in bounds
19990016,Jevon,Kearse,DE,1,-8,in bounds
20050031,Mike,Patterson,DT,0.5,-7,in bounds
20030056,Osi,Umenyiora,DE,1,-7,in bounds
20050763,Chase,Blackburn,LB,1,-8,in bounds
20010474,Juqua,Parker,DL,1,-7,in bounds
20050146,Trent,Cole,LB,1,-7,in bounds
20010474,Juqua,Parker,DL,1,-6,in bounds
20050212,Ryan,Riddle,LB,1,-4,in bounds
20020611,Grant,Irons,LB,1,-10,in bounds
20050063,Matt,McCoy,LB,1,0,in bounds
20010474,Juqua,Parker,DL,1,-1,in bounds
20000033,Darren,Howard,DE,1,-8,in bounds
20000137,Clark,Haggans,OT,1,-1,in bounds
20020128,Larry,Foote,LB,1,-9,in bounds
20020242,Brett,Keisel,DE,1,-4,in bounds
20040129,J.R.,Reed,S,1,-9,in bounds
20050146,Trent,Cole,LB,1,-5,in bounds
20000033,Darren,Howard,DE,0.5,-8,in bounds
20000033,Darren,Howard,DE,0.5,-4,in bounds
19990106,Warrick,Holdman,LB,1,-2,in bounds
19960026,Ray,Lewis,LB,0.5,-1,in bounds
20060012,Haloti,Ngata,DT,1,-3,in bounds
20060146,Dawan,Landry,S,1,-8,in bounds
20000186,Adalius,Thomas,LB,0.5,-5,in bounds
19990506,Corey,Ivy,CB,1,0,in bounds
20030518,Tony,Brown,DT,1,-11,in bounds
20040038,Ricardo,Colclough,CB,1,-9,in bounds
19970401,Al,Wallace,DE,1,-7,in bounds
19970401,Al,Wallace,DE,0.5,-14,in bounds
20050423,Arnold,Harrison,LB,1,-6,in bounds
20050423,Arnold,Harrison,LB,1,-7,in bounds
20000137,Clark,Haggans,OT,1,0,in bounds
20020128,Larry,Foote,LB,1,-5,in bounds
20040117,Robert,Geathers,DE,1,-7,in bounds
19980117,Deshea,Townsend,CB,1,-9,in bounds
19990109,Aaron,Smith,DE,1,-5,in bounds
20000137,Clark,Haggans,OT,1,-7,in bounds
20020242,Brett,Keisel,DE,1,-8,in bounds
20010004,Justin,Smith,DE,1,-5,in bounds
20040117,Robert,Geathers,DE,1,-1,in bounds
20060126,Elvis,Dumervil,DE,1,-7,in bounds
19970017,Kenard,Lang,DE,1,-9,in bounds
20030238,Demetrin,Veal,DT,0.5,-8,in bounds
19990109,Aaron,Smith,DE,1,-6,in bounds
19970017,Kenard,Lang,DE,1,-6,in bounds
19950023,Ty,Law,CB,1,-6,in bounds
19930044,Chad,Brown,LB,1,-10,in bounds
19990073,Joey,Porter,LB,1,-6,in bounds
19950006,Kevin,Carter,DE,1,0,in bounds
19970073,Jason,Taylor,LB,1,-10,in bounds
19910061,Keith,Traylor,DT,1,-3,in bounds
19990073,Joey,Porter,LB,1,-8,in bounds
19970008,James,Farrior,LB,1,-8,in bounds
20030457,Ronyell,Whitaker,CB,1,-5,in bounds
20040088,Darrion,Scott,DE,1,-5,in bounds
20060460,Mike,Lorello,S,1,-7,in bounds
20050611,Heath,Farwell,LB,1,-1,in bounds
20060083,Anthony,Smith,S,1,-13,in bounds
20040212,Eric,Taylor,DT,0.5,-6,in bounds
20030251,Scott,Shanle,LB,1,-6,in bounds
20020242,Brett,Keisel,DE,1,-5,in bounds
20020446,Antwan,Lake,DT,1,-8,in bounds
19990073,Joey,Porter,LB,1,-8,in bounds
19940405,Shelton,Quarles,LB,1,-7,in bounds
19990073,Joey,Porter,LB,1,-8,in bounds
20020242,Brett,Keisel,DE,1,-6,in bounds
19990109,Aaron,Smith,DE,1,-1,in bounds
19980117,Deshea,Townsend,CB,1,-8,in bounds
19990089,Chike,Okeafor,DE,1,-6,in bounds
20050012,Shawne,Merriman,LB,1,-10,in bounds
20040033,Karlos,Dansby,OLB,1,-5,in bounds
20040033,Karlos,Dansby,OLB,1,-6,in bounds
20030562,Jacques,Cesaire,DE,1,-6,in bounds
20040059,Sean,Jones,DB,0.5,-10,in bounds
19960049,Randall,Godfrey,LB,1,-18,in bounds
20030562,Jacques,Cesaire,DE,1,-3,in bounds
20050028,Luis,Castillo,DE,1,-5,in bounds
20060013,Kamerion,Wimbley,LB,1,-7,in bounds
20050574,Simon,Fraser,DL,1,-3,in bounds
20050505,Marques,Harris,LB,1,0,in bounds
20050012,Shawne,Merriman,LB,1,0,in bounds
20030563,Stephen,Cooper,LB,1,-8,in bounds
20010157,Patrick,Chukwurah,LB,1,-3,in bounds
20050028,Luis,Castillo,DE,1,-8,in bounds
20050012,Shawne,Merriman,LB,1,-6,in bounds
20030563,Stephen,Cooper,LB,1,-10,in bounds
20030112,Matt,Wilhelm,LB,1,-9,in bounds
20030686,Colin,Cole,DT,1,-1,in bounds
20000149,Kabeer,Gbaja-Biamila,DE,1,-10,in bounds
20040098,Shaun,Phillips,LB,1,-5,in bounds
20060151,Tim,Dobbins,LB,1,-5,in bounds
20050505,Marques,Harris,LB,1,-3,in bounds
19960049,Randall,Godfrey,LB,1,-5,in bounds
20010206,James,Reed,DT,1,-3,in bounds
19960098,Donnie,Edwards,LB,1,-9,in bounds
20060020,Tamba,Hali,DE,1,-6,in bounds
20040098,Shaun,Phillips,LB,1,-6,in bounds
20010112,Carlos,Polk,LB,1,-1,in bounds
19960049,Randall,Godfrey,LB,1,-9,in bounds
20050028,Luis,Castillo,DE,1,-4,in bounds
19970091,Mike,Vrabel,LB,1,-5,in bounds
19980043,Artrell,Hawkins,DB,1,-11,in bounds
20050133,James,Sanders,S,1,-10,in bounds
20040098,Shaun,Phillips,LB,1,-4,in bounds
20050012,Shawne,Merriman,LB,1,0,in bounds
19960049,Randall,Godfrey,LB,1,-5,in bounds
20040673,Tommy,Kelly,DT,0.5,-2,in bounds
20040098,Shaun,Phillips,LB,1,-5,in bounds
20040098,Shaun,Phillips,LB,0.5,-5,in bounds
20050505,Marques,Harris,LB,1,-3,in bounds
20030562,Jacques,Cesaire,DE,0.5,-8,in bounds
20040098,Shaun,Phillips,LB,1,0,in bounds
20000118,Tyrone,Carter,S,1,-7,in bounds
20000137,Clark,Haggans,OT,1,-4,in bounds
20050512,Derreck,Robinson,DE,0.5,-8,in bounds
20040035,Igor,Olshansky,DE,0.5,-3,in bounds
19980495,Jamal,Williams,DT,1,-4,in bounds
20020128,Larry,Foote,LB,1,-8,in bounds
20020242,Brett,Keisel,DE,1,-1,in bounds
20050028,Luis,Castillo,DE,1,-8,in bounds
20040098,Shaun,Phillips,LB,1,-6,in bounds
20040189,Craig,Terrill,DT,1,-7,in bounds
19980006,Grant,Wistrom,DE,1,-5,in bounds
20060151,Tim,Dobbins,LB,1,-13,in bounds
20050512,Derreck,Robinson,DE,1,-2,in bounds
19980033,Corey,Chavous,S,1,-3,in bounds
20050012,Shawne,Merriman,LB,1,-7,in bounds
20050012,Shawne,Merriman,LB,1,-4,in bounds
20050012,Shawne,Merriman,LB,1,-5,in bounds
20040064,Darnell,Dockett,DT,1,-10,in bounds
20030042,Ken,Hamlin,FS,1,-4,in bounds
20010064,Adrian,Wilson,SS,1,-6,in bounds
20050098,LeRoy,Hill,LB,1,-11,in bounds
20000016,Julian,Peterson,LB,1,-9,in bounds
20010064,Adrian,Wilson,SS,1,-10,in bounds
19980006,Grant,Wistrom,DE,1,-9,in bounds
20060063,Darryl,Tapp,DE,1,-7,in bounds
19980008,Greg,Ellis,LB,1,-4,in bounds
20050592,Thomas,Johnson,DT,1,-13,in bounds
19970128,Alshermond,Singleton,LB,1,-11,in bounds
20020089,Akin,Ayodele,LB,1,-2,in bounds
20040543,Junior,Glymph,LB,1,-6,in bounds
20040543,Junior,Glymph,LB,1,-5,in bounds
19990248,Bryce,Fisher,DE,1,-7,in bounds
19990248,Bryce,Fisher,DE,1,-14,in bounds
20000149,Kabeer,Gbaja-Biamila,DE,1,-10,in bounds
20060063,Darryl,Tapp,DE,1,-1,in bounds
20050098,LeRoy,Hill,LB,1,-8,in bounds
20030040,E.J.,Henderson,LB,0.5,-10,in bounds
20000016,Julian,Peterson,LB,1,-6,in bounds
20000016,Julian,Peterson,LB,1,-11,in bounds
20040088,Darrion,Scott,DE,1,-5,in bounds
20030009,Kevin,Williams,DT,1,0,in bounds
20020146,Rocky,Bernard,DT,1,-4,in bounds
20020071,Ben,Leber,LB,1,-9,in bounds
20060063,Darryl,Tapp,DE,1,-11,in bounds
20020146,Rocky,Bernard,DT,1,-10,in bounds
20030032,Tyler,Brayton,DE,1,-7,in bounds
19980483,Chuck,Darby,DT,1,-10,in bounds
19960057,Lance,Johnstone,DE,1,-2,in bounds
20060063,Darryl,Tapp,DE,1,-8,in bounds
20060063,Darryl,Tapp,DE,1,-1,in bounds
20000016,Julian,Peterson,LB,1,-4,in bounds
20050045,Lofa,Tatupu,LB,0.5,-10,in bounds
20020146,Rocky,Bernard,DT,1,-6,in bounds
20040189,Craig,Terrill,DT,1,-5,in bounds
20040189,Craig,Terrill,DT,1,-6,in bounds
19950012,Warren,Sapp,DT,1,-5,in bounds
20040189,Craig,Terrill,DT,1,-2,in bounds
20020146,Rocky,Bernard,DT,1,0,in bounds
19980006,Grant,Wistrom,DE,1,-1,in bounds
20010063,Derrick,Burgess,DE,1,-3,in bounds
20030083,Sam,Williams,LB,1,-4,in bounds
19980006,Grant,Wistrom,DE,1,-11,in bounds
20050012,Shawne,Merriman,LB,1,-4,in bounds
20050012,Shawne,Merriman,LB,1,-5,in bounds
20030562,Jacques,Cesaire,DE,1,-8,in bounds
20030562,Jacques,Cesaire,DE,0.5,-6,in bounds
20030563,Stephen,Cooper,LB,0.5,-5,in bounds
20050045,Lofa,Tatupu,LB,1,-9,in bounds
20050012,Shawne,Merriman,LB,1,0,in bounds
20040104,Isaac,Sopoaga,DT,1,-3,in bounds
20040153,Roderick,Green,LB,1,-5,in bounds
20060022,Manny,Lawson,LB,0.5,-2,in bounds
19980065,Leonard,Little,DE,1,-5,in bounds
20020073,Will,Witherspoon,LB,1,0,in bounds
19990048,Russell,Davis,DT,1,0,in bounds
19980006,Grant,Wistrom,DE,1,-6,in bounds
20040130,Brandon,Chillar,LB,1,-1,in bounds
19980483,Chuck,Darby,DT,1,-11,in bounds
20020073,Will,Witherspoon,LB,1,-3,in bounds
20050066,Oshiomogho,Atogwe,S,1,-24,in bounds
19980483,Chuck,Darby,DT,1,-7,in bounds
19980065,Leonard,Little,DE,1,-5,in bounds
20010064,Adrian,Wilson,SS,1,-1,in bounds
19990089,Chike,Okeafor,DE,1,-6,in bounds
20030018,Calvin,Pace,OLB,1,-6,in bounds
20040153,Roderick,Green,LB,1,-9,in bounds
20040033,Karlos,Dansby,OLB,1,-3,in bounds
20040153,Roderick,Green,LB,1,-9,in bounds
20020427,Brandon,Moore,LB,1,-12,in bounds
20030700,Cullen,Jenkins,DT/DE,0.5,-7,in bounds
19990430,Marques,Douglas,DE,1,-20,in bounds
20040048,Dontarrious,Thomas,LB,1,-10,in bounds
20020427,Brandon,Moore,LB,0.5,-10,in bounds
20030009,Kevin,Williams,DT,1,-4,in bounds
20020427,Brandon,Moore,LB,0.5,-3,in bounds
19970060,Darren,Sharper,S,1,0,in bounds
19940007,Bryant,Young,DE,1,0,in bounds
20020209,Chad,Williams,S,0.5,-9,in bounds
20030057,Anthony,Adams,DT,1,-11,in bounds
20000033,Darren,Howard,DE,1,-7,in bounds
20020058,Michael,Lewis,SS,1,-7,in bounds
20020427,Brandon,Moore,LB,1,-10,in bounds
20050146,Trent,Cole,LB,1,-10,in bounds
20050512,Derreck,Robinson,DE,1,-5,in bounds
20030562,Jacques,Cesaire,DE,1,-1,in bounds
20040098,Shaun,Phillips,LB,1,-9,in bounds
20050012,Shawne,Merriman,LB,1,-6,in bounds
20040098,Shaun,Phillips,LB,1,-5,in bounds
20010233,Marlon,McCree,S,1,-6,in bounds
20050028,Luis,Castillo,DE,1,-6,in bounds
19980483,Chuck,Darby,DT,1,-9,in bounds
19990430,Marques,Douglas,DE,1,-10,in bounds
20040153,Roderick,Green,LB,1,-9,in bounds
20060022,Manny,Lawson,LB,1,-2,in bounds
20020209,Chad,Williams,S,1,-10,in bounds
20060022,Manny,Lawson,LB,1,-12,in bounds
20020209,Chad,Williams,S,1,-9,in bounds
19990430,Marques,Douglas,DE,1,-5,in bounds
19940007,Bryant,Young,DE,1,0,in bounds
19990089,Chike,Okeafor,DE,1,-6,in bounds
19960166,La'Roi,Glover,DT,1,-7,in bounds
20040135,Antonio,Smith,DE,0.5,-4,in bounds
20010184,Chris,Cooper,DT,1,-9,in bounds
19990089,Chike,Okeafor,DE,1,-8,in bounds
20000479,Adewale,Ogunleye,DE,1,-5,in bounds
20060159,Mark,Anderson,DE,1,-9,in bounds
20060159,Mark,Anderson,DE,1,-10,in bounds
19980065,Leonard,Little,DE,1,-9,in bounds
19980065,Leonard,Little,DE,1,-8,in bounds
19990421,Fakhir,Brown,CB,1,-10,in bounds
19990020,Ebenezer,Ekuban,DE,1,-9,in bounds
20040091,Tony,Hargrove,DE,0.5,-13,in bounds
20010157,Patrick,Chukwurah,LB,1,-6,in bounds
19970017,Kenard,Lang,DE,1,-7,in bounds
19980065,Leonard,Little,DE,1,-2,in bounds
20030043,Pisa,Tinoisamoa,LB,1,-1,in bounds
20000517,James,Hall,DE,1,-7,in bounds
20030043,Pisa,Tinoisamoa,LB,1,-14,in bounds
20030067,Antwan,Peek,LB,1,-9,in bounds
20030067,Antwan,Peek,LB,1,-7,in bounds
20030780,Earl,Cochran,DE,1,0,in bounds
20030138,Robert,Mathis,DE,1,-2,in bounds
19990421,Fakhir,Brown,CB,1,-3,in bounds
20030176,Brandon,Green,DE,1,-4,in bounds
20060642,Matthew,Rice,DE,1,-7,in bounds
20060642,Matthew,Rice,DE,1,-2,in bounds
20050206,Jonathan,Goddard,DE,1,-10,in bounds
20060642,Matthew,Rice,DE,1,-9,in bounds
20040126,Jared,Allen,DE,1,-9,in bounds
20040126,Jared,Allen,DE,1,-8,in bounds
19980065,Leonard,Little,DE,1,-7,in bounds
19980065,Leonard,Little,DE,1,-10,in bounds
20030043,Pisa,Tinoisamoa,LB,1,-8,in bounds
20030042,Ken,Hamlin,FS,1,-7,in bounds
19990248,Bryce,Fisher,DE,1,-7,in bounds
20040130,Brandon,Chillar,LB,1,-7,in bounds
19960166,La'Roi,Glover,DT,1,-6,in bounds
19990248,Bryce,Fisher,DE,1,-13,in bounds
20060113,Victor,Adeyanju,DE,1,-8,in bounds
20000016,Julian,Peterson,LB,1,-10,in bounds
20040023,Marcus,Tubbs,DT,0.5,-11,in bounds
20000016,Julian,Peterson,LB,1,-3,in bounds
20040153,Roderick,Green,LB,0.5,-9,in bounds
19940007,Bryant,Young,DE,1,-10,in bounds
20010007,Andre,Carter,DE,1,-6,in bounds
19940405,Shelton,Quarles,LB,0.5,-7,in bounds
20000013,John,Abraham,DE,1,-12,in bounds
19940405,Shelton,Quarles,LB,1,-7,in bounds
20030064,Dewayne,White,DE,1,-13,in bounds
19960026,Ray,Lewis,LB,1,-9,in bounds
20020542,Bart,Scott,LB,1,-11,in bounds
20020542,Bart,Scott,LB,1,-1,in bounds
20020002,Julius,Peppers,DE,1,-10,in bounds
19960003,Simeon,Rice,DE,1,-10,in bounds
19980083,Greg,Spires,DE,1,-6,in bounds
20030064,Dewayne,White,DE,1,-7,in bounds
20040117,Robert,Geathers,DE,1,-2,in bounds
20010183,Ellis,Wyms,DT,1,-1,in bounds
20010004,Justin,Smith,DE,1,-8,in bounds
20010183,Ellis,Wyms,DT,1,-8,in bounds
20050036,Barrett,Ruud,LB,1,-5,in bounds
19990015,Anthony,McFarland,DT,1,-11,in bounds
19940001,Dan,Wilkinson,DT,1,0,in bounds
19940001,Dan,Wilkinson,DT,0.5,-6,in bounds
19930185,Jeff,Zgonina,DT,1,-1,in bounds
20010047,Jamie,Winborn,LB,1,-6,in bounds
19990119,Keith,Newman,LB,1,-6,in bounds
20040018,Will,Smith,DE,1,-3,in bounds
20040018,Will,Smith,DE,1,-7,in bounds
20000139,Brian,Young,DT,1,-3,in bounds
20020025,Charles,Grant,DE,1,-14,in bounds
20020420,Kalvin,Pearson,DB,1,-8,in bounds
20040539,Steve,Cargile,S,1,-6,in bounds
20000071,Darwin,Walker,DT,1,-10,in bounds
20010183,Ellis,Wyms,DT,1,-4,in bounds
20030015,Jerome,McDougle,DE,1,-9,in bounds
19980083,Greg,Spires,DE,1,-4,in bounds
20000016,Julian,Peterson,LB,1,-8,in bounds
20030064,Dewayne,White,DE,1,-3,in bounds
20020106,David,Thornton,LB,1,-11,in bounds
19990030,Patrick,Kerney,DE,1,-6,in bounds
19990030,Patrick,Kerney,DE,1,-3,in bounds
20060245,Spencer,Toone,LB,1,-7,in bounds
20060400,Paul,Carrington,DE,1,-10,in bounds
20060146,Dawan,Landry,S,1,-1,in bounds
20030518,Tony,Brown,DT,0.5,-2,in bounds
20000186,Adalius,Thomas,LB,1,-5,in bounds
20050042,Kevin,Burnett,LB,1,-2,in bounds
20050132,Chris,Canty,DE,1,-2,in bounds
20000197,Robaire,Smith,DT,0.5,-6,in bounds
20060001,Mario,Williams,DE,1,-1,in bounds
20010034,Kyle,Vanden Bosch,DE,1,-4,in bounds
20010034,Kyle,Vanden Bosch,DE,1,-6,in bounds
20040042,Travis,LaBoy,DE,1,-4,in bounds
20040240,Colby,Bockwoldt,LB,1,-2,in bounds
20040071,Randy,Starks,DT,0.5,-12,in bounds
20000030,Keith,Bulluck,LB,1,-5,in bounds
20000241,Rob,Meier,DT,1,-3,in bounds
20040249,Bobby,McCray,DE,1,-5,in bounds
20010034,Kyle,Vanden Bosch,DE,1,-11,in bounds
20010013,Marcus,Stroud,DT,0.5,-20,in bounds
20030518,Tony,Brown,DT,1,-5,in bounds
20020126,Jarvis,Green,DL,1,-3,in bounds
20050133,James,Sanders,S,1,-5,in bounds
19990111,Rosevelt,Colvin,LB,1,-2,in bounds
19970091,Mike,Vrabel,LB,1,-8,in bounds
20010034,Kyle,Vanden Bosch,DE,1,-6,in bounds
20030013,Ty,Warren,DL,1,-2,in bounds
20040042,Travis,LaBoy,DE,1,-7,in bounds
20040018,Will,Smith,DE,1,-4,in bounds
19990805,Terrence,Melton,LB,1,-6,in bounds
20000122,Josh,Williams,DT,1,-9,in bounds
20010483,Antonio,Pierce,LB,1,-5,in bounds
20000055,Fred,Robbins,DT,1,-9,in bounds
20030053,Victor,Hobson,LB,1,-3,in bounds
20020022,Bryan,Thomas,DE,1,-5,in bounds
20010034,Kyle,Vanden Bosch,DE,1,-7,in bounds
20060215,Cortland,Finnegan,CB,1,-10,in bounds
20010007,Andre,Carter,DE,1,-9,in bounds
20060400,Paul,Carrington,DE,1,-13,in bounds
20060196,Kedric,Golston,DT,1,-11,in bounds
