playerid,namefirst,namelast,intposition,int,intyards,inttd
20050188,C.C.,Brown,SS,1,9,0
20040173,Von,Hutchins,DB,1,8,0
20010088,Morlon,Greenwood,LB,1,3,0
20000547,Nick,Harper,CB,1,30,0
20000547,Nick,Harper,CB,1,0,0
20000030,Keith,Bulluck,LB,1,12,0
20050029,Marlin,Jackson,DB,1,4,0
20070167,Kevin,Payne,S,1,6,0
20070168,Corey,Graham,CB,1,27,0
20070589,Tim,Mixon,CB,1,0,0
20050029,Marlin,Jackson,DB,1,0,0
20050135,Matt,Giordano,DB,1,18,0
20060707,Tanard,Davis,DB,1,25,0
20040044,Bob,Sanders,DB,1,29,0
20050135,Matt,Giordano,DB,1,6,0
20070532,Melvin,Bullitt,DB,1,0,0
20070021,Reggie,Nelson,S,1,37,0
20060207,Antoine,Bethea,DB,1,30,0
20060228,Jarrad,Page,S,1,0,0
20060207,Antoine,Bethea,DB,1,0,0
19940145,Rodney,Harrison,S,1,2,0
20030481,Gary,Brackett,LB,1,28,0
20060094,Freddy,Keiaho,LB,1,11,0
20050135,Matt,Giordano,DB,1,83,1
20050060,Kelvin,Hayden,DB,1,1,0
20060019,Antonio,Cromartie,CB,1,30,0
20070037,Eric,Weddle,S,1,0,0
20070106,Tanard,Jackson,S,1,26,0
20060207,Antoine,Bethea,DB,1,11,0
19970419,Sammy,Knight,S,1,15,0
20070048,Justin,Durant,LB,1,2,0
20060080,Clint,Ingram,LB,1,39,1
20020105,Brian,Williams,CB,1,0,0
20040044,Bob,Sanders,DB,1,3,0
20050060,Kelvin,Hayden,DB,1,0,0
20020105,Brian,Williams,CB,1,4,0
20070021,Reggie,Nelson,S,1,2,0
19970411,Terry,Cousin,CB,1,9,0
20050078,Kirk,Morrison,LB,1,36,0
20060469,Jamaal,Fudge,DB,1,0,0
20070021,Reggie,Nelson,S,1,34,0
19970419,Sammy,Knight,S,1,5,0
20030039,Rashean,Mathis,CB,1,23,0
20050537,Roy,Manning,LB,1,27,1
19980044,Patrick,Surtain,CB,1,2,0
20060054,Bernard,Pollard,S,1,21,0
20050015,Derrick,Johnson,LB,1,12,0
20050076,Karl,Paymah,CB,1,0,0
19990041,Dre',Bly,CB,1,18,0
19990007,Champ,Bailey,CB,1,3,0
19980044,Patrick,Surtain,CB,1,23,0
20040510,Benny,Sapp,CB,1,15,0
20060005,A.J.,Hawk,LB,1,10,0
19980004,Charles,Woodson,CB,1,46,1
20070021,Reggie,Nelson,S,1,0,0
20030152,Michael,Lehan,CB,1,0,0
19990160,Jason,Craft,CB,1,0,0
20040126,Jared,Allen,DE,1,9,0
20060007,Michael,Huff,S,1,4,0
19950023,Ty,Law,CB,1,0,0
20060019,Antonio,Cromartie,CB,1,28,0
20030046,Drayton,Florence,CB,1,4,0
20060019,Antonio,Cromartie,CB,1,0,0
20070019,Michael,Griffin,DB,1,0,0
20020106,David,Thornton,LB,1,11,0
20030152,Michael,Lehan,CB,1,0,0
20010022,Will,Allen,CB,1,14,0
20040222,Derrick,Pope,LB,1,0,0
20010097,Anthony,Henry,CB,1,0,0
20030042,Ken,Hamlin,FS,1,35,0
20010097,Anthony,Henry,CB,1,21,0
20020008,Roy,Williams,S,1,10,0
20040121,Bruce,Thornton,CB,1,0,0
20040502,Randall,Gay,CB,1,31,0
19970073,Jason,Taylor,DE,1,36,1
19990073,Joey,Porter,LB,1,5,0
20070014,Darrelle,Revis,DB/PR,1,1,0
20050123,Kerry,Rhodes,S,1,36,0
20060189,Drew,Coleman,CB,1,1,0
20060038,Thomas,Howard,LB,1,28,0
20050038,Stanford,Routt,CB,1,0,0
20030198,Cato,June,LB,1,2,1
20050046,Matt,Roth,DE,1,11,0
20030009,Kevin,Williams,DT,1,54,1
20040008,DeAngelo,Hall,CB,1,19,0
19990023,Antoine,Winfield,CB,1,14,1
20000009,Brian,Urlacher,LB,1,12,0
20040110,Nathan,Vasher,CB,1,34,0
20050720,Brandon,McGowan,S,1,5,0
19970060,Darren,Sharper,S,1,41,0
20070212,Courtney,Brown,DB,1,6,0
20070748,Chad,Johnson,DB,1,0,0
20020064,Travis,Fisher,CB,1,13,0
20050742,Atari,Bigby,S,1,1,0
20030031,Nnamdi,Asomugha,CB,1,10,0
20060017,Chad,Greenway,LB,1,2,0
20060536,Charles,Gordon,CB,1,0,0
20010084,Dwight,Smith,S,1,3,0
20040048,Dontarrious,Thomas,LB,1,0,0
20040048,Dontarrious,Thomas,LB,1,82,1
20010045,Fred,Smoot,CB,1,47,0
19970003,Shawn,Springs,CB,1,2,0
20030120,Asante,Samuel,CB,1,42,0
19900005,Junior,Seau,LB,1,0,0
20030120,Asante,Samuel,CB,1,6,0
19900005,Junior,Seau,LB,1,23,0
19940145,Rodney,Harrison,S,1,10,0
20060016,Jason,Allen,CB,1,13,0
20040222,Derrick,Pope,LB,1,0,0
20070611,Craig,Dahl,S,1,21,0
20020100,Dante,Wesley,DB,1,10,0
20050084,Ellis,Hobbs,CB,1,23,0
20030036,Eugene,Wilson,DB,1,5,1
20070014,Darrelle,Revis,DB/PR,1,0,0
20030120,Asante,Samuel,CB,1,40,1
20030120,Asante,Samuel,CB,1,0,0
20050133,James,Sanders,S,1,1,0
19990111,Rosevelt,Colvin,LB,1,4,0
20000186,Adalius,Thomas,LB,1,65,1
20010608,Clinton,Hart,SS,1,20,0
20020005,Quentin,Jammer,CB,1,0,0
20030120,Asante,Samuel,CB,1,10,0
20050084,Ellis,Hobbs,CB,1,-3,0
20030046,Drayton,Florence,CB,1,7,0
20060019,Antonio,Cromartie,CB,1,7,0
20060215,Cortland,Finnegan,CB,1,51,1
20020041,Lamont,Thompson,S,1,0,0
20070019,Michael,Griffin,DB,1,0,0
20070019,Michael,Griffin,DB,1,0,0
20030120,Asante,Samuel,CB,1,0,0
20060043,Roman,Harper,S,1,31,0
20040101,Demorrio,Williams,LB,1,-5,0
20040663,Jabari,Greer,CB,1,-1,0
20040663,Jabari,Greer,CB,1,0,0
20060058,Richard,Marshall,CB,1,34,0
20050181,Chris,Harris,S,1,30,0
19990087,Mike,McKenzie,CB,1,33,0
20040125,Jason,David,CB,1,0,0
19990087,Mike,McKenzie,CB,1,75,1
19990160,Jason,Craft,CB,1,21,0
20050082,Alfred,Fincher,LB,1,0,0
20060406,Chris,Reis,S,1,7,0
20060016,Jason,Allen,CB,1,7,0
20070145,David,Jones,CB,1,7,0
20060406,Chris,Reis,S,1,0,0
20070087,Stewart,Bradley,LB,1,13,0
20050066,Oshiomogho,Atogwe,S,1,2,0
20030043,Pisa,Tinoisamoa,LB,1,15,0
19990087,Mike,McKenzie,CB,1,53,1
20000030,Keith,Bulluck,LB,1,10,0
20040125,Jason,David,CB,1,19,0
20000030,Keith,Bulluck,LB,1,35,0
20050108,Vincent,Fuller,S,1,61,1
20000030,Keith,Bulluck,LB,1,6,0
20030042,Ken,Hamlin,FS,1,26,0
20040136,Gibril,Wilson,S,1,0,0
20060138,Pat,Watkins,FS,1,0,0
20040136,Gibril,Wilson,S,1,0,0
20040179,Corey,Williams,DT,1,9,0
19970060,Darren,Sharper,S,1,20,1
20010084,Dwight,Smith,S,1,19,0
20010084,Dwight,Smith,S,1,93,1
20060017,Chad,Greenway,LB,1,37,1
20050084,Ellis,Hobbs,CB,1,0,0
20040129,J.R.,Reed,S,1,0,0
19970044,Sam,Madison,CB,1,25,0
20040012,Jonathan,Vilma,LB,1,1,0
20070020,Aaron,Ross,CB,1,0,0
20070020,Aaron,Ross,CB,1,43,1
20060168,Omar,Gaither,LB,1,49,0
19970080,Derek,Smith,LB,1,4,0
19970044,Sam,Madison,CB,1,6,0
20010483,Antonio,Pierce,LB,1,28,0
20060189,Drew,Coleman,CB,1,14,0
20070014,Darrelle,Revis,DB/PR,1,19,0
20030111,Terrence,McGee,DB,1,0,0
20040498,George,Wilson,FS,1,0,0
20050123,Kerry,Rhodes,S,1,13,0
20040059,Sean,Jones,DB,1,0,0
20070140,Brandon,McDonald,DB,1,0,0
20050123,Kerry,Rhodes,S,1,3,0
19970060,Darren,Sharper,S,1,40,1
20060017,Chad,Greenway,LB,1,16,1
20050533,Dovonte,Edwards,CB,1,4,0
20020059,Sheldon,Brown,CB,1,0,0
20000077,Hank,Poteat,CB,1,11,0
20050123,Kerry,Rhodes,S,1,2,0
19980117,Deshea,Townsend,CB,1,23,0
19990146,Eric,Barton,LB,1,1,0
20050989,Hiram,Eugene,S,1,36,1
20060042,Danieal,Manning,S,1,0,0
20060038,Thomas,Howard,LB,1,26,0
20050078,Kirk,Morrison,LB,1,45,0
20060038,Thomas,Howard,LB,1,7,0
20050023,Fabian,Washington,CB,1,0,0
20050078,Kirk,Morrison,LB,1,0,0
20020064,Travis,Fisher,CB,1,12,0
20050038,Stanford,Routt,CB,1,31,0
20030064,Dewayne,White,DE,1,28,0
20000245,Danny,Clark,LB,1,1,0
20040067,Stuart,Schweigert,S,1,0,0
20070123,Fred,Bennett,CB,1,14,0
20060033,DeMeco,Ryans,LB,1,1,0
20060038,Thomas,Howard,LB,1,1,0
20050038,Stanford,Routt,CB,1,0,0
20060228,Jarrad,Page,S,1,37,0
20040035,Igor,Olshansky,DE,1,0,0
20060070,Ashton,Youboty,DB,1,19,0
20020026,Lito,Sheppard,CB,1,40,1
20070201,Rashad,Barksdale,CB,1,35,0
20020026,Lito,Sheppard,CB,1,9,0
20030042,Ken,Hamlin,FS,1,14,0
20010097,Anthony,Henry,CB,1,1,0
20050102,Sean,Considine,S,1,0,0
20060016,Jason,Allen,CB,1,2,0
20060016,Jason,Allen,CB,1,0,0
20020068,Andre',Goodman,CB,1,5,0
20050045,Lofa,Tatupu,LB,1,33,0
20050045,Lofa,Tatupu,LB,1,49,0
20020059,Sheldon,Brown,CB,1,0,0
20000016,Julian,Peterson,LB,1,3,0
20050045,Lofa,Tatupu,LB,1,18,0
20010078,Will,Peterson,DB,1,0,0
20020452,James,Harrison,LB,1,20,0
20020024,Ed,Reed,S,1,22,0
20050666,Jim,Leonhard,FS,1,24,0
20040056,Madieu,Williams,S,1,5,0
20060024,Johnathan,Joseph,CB,1,7,0
20050034,Brodney,Pool,DB,1,3,0
20060083,Anthony,Smith,S,1,50,0
20030039,Rashean,Mathis,CB,1,63,1
20030039,Rashean,Mathis,CB,1,1,0
20070166,Derek,Landri,DT,1,3,0
19970008,James,Farrior,LB,1,2,0
20030125,Ivan,Taylor,CB,1,31,0
19990073,Joey,Porter,LB,1,14,0
20070170,William,Gay,CB,1,6,0
20050146,Trent,Cole,LB/DE,1,2,0
20070709,Nick,Graham,CB,1,9,0
20030125,Ivan,Taylor,CB,1,3,0
20050062,Bryant,McFadden,CB,1,50,1
20000039,Mike,Brown,CB,1,27,0
20010233,Marlon,McCree,FS,1,2,0
20010608,Clinton,Hart,SS,1,13,0
20020005,Quentin,Jammer,CB,1,0,0
20010608,Clinton,Hart,SS,1,22,0
20030112,Matt,Wilhelm,LB,1,7,0
20040098,Shaun,Phillips,LB,1,18,1
20060019,Antonio,Cromartie,CB,1,-2,0
20030563,Stephen,Cooper,LB,1,18,0
20060019,Antonio,Cromartie,CB,1,70,1
20060019,Antonio,Cromartie,CB,1,21,0
20030563,Stephen,Cooper,LB,1,5,0
20070037,Eric,Weddle,S,1,0,0
20060019,Antonio,Cromartie,CB,1,6,0
20040098,Shaun,Phillips,LB,1,18,0
20060019,Antonio,Cromartie,CB,1,21,0
20070136,Clint,Session,LB,1,0,0
20060019,Antonio,Cromartie,CB,1,0,0
20030112,Matt,Wilhelm,LB,1,4,0
20070136,Clint,Session,LB,1,3,0
20010608,Clinton,Hart,SS,1,0,0
20010233,Marlon,McCree,FS,1,-1,0
19950023,Ty,Law,CB,1,2,0
20050015,Derrick,Johnson,LB,1,6,0
20010608,Clinton,Hart,SS,1,18,0
20030046,Drayton,Florence,CB,1,0,0
20060038,Thomas,Howard,LB,1,66,1
20060019,Antonio,Cromartie,CB,1,0,0
20070037,Eric,Weddle,S,1,16,0
20070448,C.J.,Wallace,SS,1,15,0
20010608,Clinton,Hart,SS,1,13,0
20070760,Paul,Oliver,CB,1,9,0
20070037,Eric,Weddle,S,1,24,0
20070037,Eric,Weddle,S,1,0,0
20060215,Cortland,Finnegan,CB,1,0,0
20030046,Drayton,Florence,CB,1,10,0
20000057,Deon,Grant,SS,1,34,0
20040559,Jordan,Babineaux,SS,1,0,0
20030011,Marcus,Trufant,CB,1,0,0
20030011,Marcus,Trufant,CB,1,84,1
20030011,Marcus,Trufant,CB,1,12,0
20020024,Ed,Reed,S,1,20,0
20060208,Derrick,Martin,CB,1,0,0
20070018,Leon,Hall,CB,1,2,0
20000057,Deon,Grant,SS,1,0,0
20010563,Brian,Russell,FS,1,0,0
20040056,Madieu,Williams,S,1,35,0
19990023,Antoine,Winfield,CB,1,13,0
20060558,Kevin,Hobbs,CB,1,39,1
20070161,Will,Herring,LB,1,0,0
20050040,Josh,Bullocks,S,1,6,0
19980010,Duane,Starks,CB,1,0,0
20070110,John,Bowie,CB,1,11,0
20070448,C.J.,Wallace,SS,1,0,0
20010021,Nate,Clements,CB,1,12,0
20030011,Marcus,Trufant,CB,1,0,0
20050050,Ron,Bartell,CB,1,9,0
20000016,Julian,Peterson,LB,1,0,0
20000057,Deon,Grant,SS,1,0,0
20070006,LaRon,Landry,S,1,2,0
20070006,LaRon,Landry,S,1,0,0
20030011,Marcus,Trufant,CB,1,78,1
20040559,Jordan,Babineaux,SS,1,57,1
19960013,Walt,Harris,CB,1,23,0
20040058,Shawntae,Spencer,CB,1,0,0
20020024,Ed,Reed,S,1,21,0
20070147,Tarell,Brown,CB,1,2,0
20050231,Hamza,Abdullah,S,1,30,0
20040539,Steve,Cargile,S,1,0,0
20030009,Kevin,Williams,DT,1,18,1
20000034,Mark,Roman,S,1,22,0
20030011,Marcus,Trufant,CB,1,24,0
20010021,Nate,Clements,CB,1,0,0
20030011,Marcus,Trufant,CB,1,30,0
20060015,Tye,Hill,CB,1,0,0
20050066,Oshiomogho,Atogwe,S,1,8,0
19980045,Brian,Kelly,CB,1,0,0
20010021,Nate,Clements,CB,1,62,0
19990421,Fakhir,Brown,CB,1,12,0
20030529,Roderick,Hood,CB,1,31,0
19990421,Fakhir,Brown,CB,1,0,0
20030529,Roderick,Hood,CB,1,68,1
20010064,Adrian,Wilson,SS,1,20,0
19960036,Lawyer,Milloy,S,1,19,0
19990421,Fakhir,Brown,CB,1,0,0
20030084,Chris,Crocker,S,1,16,0
20050066,Oshiomogho,Atogwe,S,1,27,0
20030615,Leigh,Bodden,DB,1,0,0
20050742,Atari,Bigby,S,1,18,0
20050066,Oshiomogho,Atogwe,S,1,0,0
20050742,Atari,Bigby,S,1,8,0
20050066,Oshiomogho,Atogwe,S,1,-8,0
20060221,Tim,McGarigle,LB,1,0,0
19970008,James,Farrior,LB,1,0,0
20030125,Ivan,Taylor,CB,1,51,1
20010608,Clinton,Hart,SS,1,0,0
20060418,Cletis,Gordon,CB,1,22,0
19990030,Patrick,Kerney,DE,1,0,0
20050066,Oshiomogho,Atogwe,S,1,13,0
20030011,Marcus,Trufant,CB,1,0,0
20070106,Tanard,Jackson,S,1,0,0
20020157,Jermaine,Phillips,S,1,0,0
19970066,Ronde,Barber,CB,1,29,1
20040008,DeAngelo,Hall,CB,1,0,0
20020157,Jermaine,Phillips,S,1,2,0
20020017,Phillip,Buchanon,CB,1,4,0
20060058,Richard,Marshall,CB,1,0,0
20070064,Sabby,Piscitelli,S,1,7,0
20010026,Jamar,Fletcher,CB,1,3,0
19940012,Aaron,Glenn,CB,1,28,1
19970419,Sammy,Knight,S,1,10,0
20070021,Reggie,Nelson,S,1,3,0
20030198,Cato,June,LB,1,0,0
20050043,Corey,Webster,CB,1,0,0
19980028,R.W.,McQuarters,QB,1,0,0
20020157,Jermaine,Phillips,S,1,0,0
20020017,Phillip,Buchanon,CB,1,19,0
20050036,Barrett,Ruud,LB,1,2,0
20020017,Phillip,Buchanon,CB,1,-1,0
19970066,Ronde,Barber,CB,1,3,0
19980045,Brian,Kelly,CB,1,0,0
20050160,Michael,Boley,LB,1,0,0
20070185,Trey,Lewis,DT,1,4,0
20050108,Vincent,Fuller,S,1,76,1
20040101,Demorrio,Williams,LB,1,8,0
20020106,David,Thornton,LB,1,5,0
20040042,Travis,LaBoy,DE,1,0,0
20010040,Ken,Lucas,CB,1,0,0
20000493,Deke,Cooper,S,1,19,0
20020094,Chris,Hope,S,1,45,0
20070123,Fred,Bennett,CB,1,0,0
20070019,Michael,Griffin,DB,1,3,0
20060215,Cortland,Finnegan,CB,1,14,0
19990036,Mike,Peterson,LB,1,12,0
20020105,Brian,Williams,CB,1,6,0
20050218,Reynaldo,Hill,CB,1,0,0
20000102,David,Barrett,CB,1,0,0
20000030,Keith,Bulluck,LB,1,0,0
20020094,Chris,Hope,S,1,0,0
20060019,Antonio,Cromartie,CB,1,0,0
20070019,Michael,Griffin,DB,1,0,0
20060102,Calvin,Lowry,S,1,1,0
20030112,Matt,Wilhelm,LB,1,0,0
20000547,Nick,Harper,CB,1,32,0
20040005,Sean,Taylor,S,1,48,0
19980417,London,Fletcher,LB,1,27,1
20030018,Calvin,Pace,OLB,1,14,0
20070143,Dallas,Sartz,LB,1,3,1
20020042,Larry,Tripplett,DT,1,0,0
19970003,Shawn,Springs,CB,1,53,0
19970003,Shawn,Springs,CB,1,2,0
19970003,Shawn,Springs,CB,1,6,0
20040005,Sean,Taylor,S,1,35,0
20050009,Carlos,Rogers,CB,1,61,1
20010202,Renaldo,Hill,S,1,24,0
20050104,Travis,Daniels,CB,1,29,0
19980417,London,Fletcher,LB,1,9,0
20040005,Sean,Taylor,S,1,0,0
20070170,William,Gay,CB,1,12,0
19980046,Samari,Rolle,CB,0,0,0
20060035,Roger,McIntosh,LB,0,-4,0
20040008,DeAngelo,Hall,CB,0,7,0
20080016,Dominique,Rodgers-Cromartie,CB,1,32,1
20090131,Gregory,Toler,CB,1,66,1
20070666,Michael,Adams,CB,1,36,0
20050123,Kerry,Rhodes,FS,1,33,0
20100047,Daryl,Washington,LB,1,39,0
20090223,Troy,Nolan,SS,1,28,0
20100102,Darryl,Sharpton,LB,1,-6,0
20040663,Jabari,Greer,CB,1,26,0
20000443,Paris,Lenon,LB,1,2,0
20090131,Gregory,Toler,CB,1,0,0
20080016,Dominique,Rodgers-Cromartie,CB,1,28,1
20000443,Paris,Lenon,LB,1,10,0
20080052,Quentin,Groves,LB,1,-4,0
20080016,Dominique,Rodgers-Cromartie,CB,1,26,0
20060031,Kelly,Jennings,CB,1,0,0
20070666,Michael,Adams,CB,1,0,0
19980013,Takeo,Spikes,LB,1,0,0
20070611,Craig,Dahl,S,1,23,0
20050123,Kerry,Rhodes,FS,1,10,0
20090066,Bradley,Fletcher,CB,1,1,0
20080175,Geno,Hayes,LB,1,41,1
20080020,Aqib,Talib,CB,1,45,1
20010064,Adrian,Wilson,SS,1,24,0
20040059,Sean,Jones,S,1,8,0
20050036,Barrett,Ruud,LB,1,1,0
20080020,Aqib,Talib,CB,1,0,0
20010107,Monty,Beisel,LB,1,13,0
20080124,Justin,Tryon,CB,1,32,0
20090090,Christopher,Owens,CB,1,13,0
20090055,William,Moore,S,1,31,0
20100135,Dominique,Franks,CB,1,40,0
20060758,Brent,Grimes,CB,1,0,0
20040010,Dunta,Robinson,CB,1,0,0
20070018,Leon,Hall,CB,1,0,0
20060724,Tramon,Williams,CB,1,0,0
20060724,Tramon,Williams,CB,1,70,1
20100171,Shann,Schillinger,S,1,29,0
20080068,Chevis,Jackson,CB,1,26,0
20080129,Jonathan,Wilhite,CB,1,5,0
20050128,Chauncey,Davis,DE,1,26,1
20000013,John,Abraham,DE,1,6,0
20040058,Shawntae,Spencer,CB,1,0,0
20080037,Curtis,Lofton,LB,1,2,0
20090055,William,Moore,S,1,13,0
20010021,Nate,Clements,CB,1,39,0
20050059,Jonathan,Babineaux,DT,1,0,0
20060758,Brent,Grimes,CB,1,4,0
20020024,Ed,Reed,S,1,6,0
20020024,Ed,Reed,S,1,40,0
20080229,Cary,Williams,CB,1,25,0
20020024,Ed,Reed,S,1,4,0
20070021,Reggie,Nelson,S,1,56,0
20020024,Ed,Reed,S,1,44,0
20090088,Lardarius,Webb,CB,1,32,0
20020024,Ed,Reed,S,1,18,0
20070055,Josh,Wilson,CB,1,0,0
20030066,Cory,Redding,DE,1,0,0
20080206,Haruki,Nakamura,S,1,0,0
20050043,Corey,Webster,CB,1,37,0
20070055,Josh,Wilson,CB,1,0,0
20080020,Aqib,Talib,CB,1,25,0
20060062,Tim,Jennings,CB,1,39,0
20050181,Chris,Harris,S,1,5,0
20080114,Reggie,Corner,CB,1,20,1
20080011,Leodis,McKelvin,CB,1,10,0
20040051,Dwan,Edwards,DE,1,8,0
20030111,Terrence,McGee,CB,1,78,1
20020141,Andra,Davis,LB,1,11,0
20090034,Patrick,Chung,S,1,19,0
20060228,Jarrad,Page,S,1,0,0
20100433,Dane,Fletcher,LB,1,0,0
20030016,Troy,Polamalu,S,1,5,0
20090059,Sherrod,Martin,S,1,34,0
20060058,Richard,Marshall,RB,1,25,0
19990036,Mike,Peterson,LB,1,17,0
20020024,Ed,Reed,S,1,19,0
19960026,Ray,Lewis,ILB,1,24,1
20020002,Julius,Peppers,DE,1,0,0
20070588,Ed,Johnson,DT,1,5,0
20100202,Jordan,Pugh,S,1,-2,0
20090043,Everette,Brown,DE,1,0,0
20080067,Charles,Godfrey,S,1,24,0
20000009,Brian,Urlacher,LB,1,0,0
20030035,Charles,Tillman,CB,1,17,0
20090216,Captain,Munnerlyn,CB,1,2,0
20080067,Charles,Godfrey,S,1,38,0
20070018,Leon,Hall,CB,1,0,0
20060058,Richard,Marshall,RB,1,66,0
20040663,Jabari,Greer,CB,1,24,1
20050666,Jim,Leonhard,S,1,-6,0
20060189,Drew,Coleman,CB,1,29,0
20070097,Ray,McDonald,DT,1,31,1
20060058,Richard,Marshall,RB,1,0,0
19970066,Ronde,Barber,CB,1,5,0
20080020,Aqib,Talib,CB,1,21,0
20080693,Brian,Witherspoon,CB,1,0,0
20080693,Brian,Witherspoon,CB,1,9,0
20080016,Dominique,Rodgers-Cromartie,CB,1,8,0
20090131,Gregory,Toler,CB,1,-2,0
20100506,Aaron,Berry,CB,1,23,0
20030035,Charles,Tillman,CB,1,7,0
20060208,Derrick,Martin,S,1,15,0
20030068,Lance,Briggs,LB,1,1,0
20030029,Nick,Barnett,LB,1,1,0
20050051,Nick,Collins,S,1,-1,0
20030068,Lance,Briggs,LB,1,4,0
20100592,Sam,Shields,CB,1,8,0
20000009,Brian,Urlacher,LB,1,39,0
20090009,B.J.,Raji,NT,1,18,1
20100592,Sam,Shields,CB,1,32,0
20080497,Husain,Abdullah,S,1,5,0
20090119,D.J.,Moore,CB,1,3,0
20080497,Husain,Abdullah,S,1,0,0
20030068,Lance,Briggs,LB,1,0,0
20050181,Chris,Harris,S,1,0,0
20080400,Gary,Guyton,LB,1,13,0
20070024,Brandon,Meriweather,S,1,0,0
20080113,Dwight,Lowery,CB,1,20,1
20050181,Chris,Harris,S,1,0,0
20030035,Charles,Tillman,CB,1,5,0
20100251,Stevie,Brown,S,1,46,0
20050181,Chris,Harris,S,1,39,0
20090004,Aaron,Curry,LB,1,23,0
20060062,Tim,Jennings,CB,1,0,0
20090119,D.J.,Moore,CB,1,54,1
20040008,DeAngelo,Hall,CB,1,0,0
20060042,Danieal,Manning,S,1,0,0
20040008,DeAngelo,Hall,CB,1,92,1
20040008,DeAngelo,Hall,CB,1,0,0
20040008,DeAngelo,Hall,CB,1,0,0
20050006,Adam,Jones,CB,1,10,0
20070018,Leon,Hall,CB,1,22,0
20060142,Brandon,Johnson,LB,1,12,0
20070253,Chinedum,Ndukwe,S,1,0,0
20000177,Dhani,Jones,LB,1,4,0
20060024,Johnathan,Joseph,CB,1,6,0
20060024,Johnathan,Joseph,CB,1,21,1
20040498,George,Wilson,FS,1,56,0
20030046,Drayton,Florence,CB,1,2,0
20100576,Danny,McCray,S,1,0,0
20090120,Brandon,Williams,LB,1,36,0
20100675,Brandon,Sharpe,LB,1,6,1
20070145,David,Jones,CB,1,24,1
20090179,Morgan,Trent,CB,1,0,0
20090061,Sean,Smith,CB,1,18,0
20070021,Reggie,Nelson,S,1,7,0
20050795,Dimitri,Patterson,CB,1,15,0
20030537,Quintin,Mikell,S,1,15,0
20090179,Morgan,Trent,CB,1,14,0
20020438,Kyries,Hebert,S,1,2,0
20100121,Keenan,Clayton,LB,1,6,0
20090179,Morgan,Trent,CB,1,7,0
20090179,Morgan,Trent,CB,1,0,0
20070015,Lawrence,Timmons,LB,1,0,0
20020008,Roy,Williams,S,1,0,0
20090038,Rey,Maualuga,LB,1,47,0
20100210,Cody,Grimm,S,1,11,1
20060024,Johnathan,Joseph,CB,1,11,0
20080020,Aqib,Talib,CB,1,0,0
20070064,Sabby,Piscitelli,S,1,31,0
20080098,Thomas,DeCoud,S,1,-6,0
20080154,Kroy,Biermann,DE,1,31,1
20070109,Stephen,Nicholas,LB,1,0,0
20090088,Lardarius,Webb,CB,1,0,0
20020024,Ed,Reed,S,1,20,0
20100007,Joe,Haden,DB,1,0,0
20020024,Ed,Reed,S,1,32,0
20070025,Jon,Beason,LB,1,7,0
20090216,Captain,Munnerlyn,CB,1,37,1
20100007,Joe,Haden,DB,1,12,0
20100696,Aaron,Webster,S,1,27,0
20070018,Leon,Hall,CB,1,-3,0
20080035,Brandon,Flowers,CB,1,33,1
20020059,Sheldon,Brown,DB,1,0,0
20080190,Ahtyba,Rubin,DL,1,1,0
20070053,Eric,Wright,DB,1,0,0
20100007,Joe,Haden,DB,1,0,0
20030016,Troy,Polamalu,S,1,0,0
20020525,Ryan,Clark,S,1,23,0
20060458,Anthony,Madison,CB,1,-1,0
20060504,Quincy,Butler,CB,1,0,0
20060018,Bobby,Carpenter,LB,1,6,0
20090119,D.J.,Moore,CB,1,18,0
20090119,D.J.,Moore,CB,1,20,0
20030005,Terence,Newman,CB,1,0,0
20090072,Terrance,Knighton,DT,1,-3,0
20090073,Derek,Cox,CB,1,0,0
20090073,Derek,Cox,CB,1,14,0
20030039,Rashean,Mathis,CB,1,24,0
20100126,Akwasi,Owusu-Ansah,LB,1,0,0
20040018,Will,Smith,DE,1,4,0
20050157,Gerald,Sensabaugh,S,1,10,0
20030005,Terence,Newman,CB,1,30,0
20050157,Gerald,Sensabaugh,S,1,8,0
19980012,Keith,Brooking,LB,1,41,0
20090423,Jerome,Boyd,S,1,48,1
20100251,Stevie,Brown,S,1,0,0
20030537,Quintin,Mikell,S,1,0,0
20050157,Gerald,Sensabaugh,S,1,-1,0
20030103,Bradie,James,LB,1,11,0
20050795,Dimitri,Patterson,CB,1,0,0
20070019,Michael,Griffin,S,1,0,0
20100104,Alterraun,Verner,CB,1,12,0
20060116,Stephen,Tulloch,LB,1,18,0
20050157,Gerald,Sensabaugh,S,1,9,0
20030005,Terence,Newman,CB,1,-18,0
19990041,Dre',Bly,CB,1,52,0
20060016,Jason,Allen,CB,1,0,0
20100225,Syd'Quan,Thompson,CB,1,2,0
20090539,Jacob,Lacey,DB,1,44,0
20060529,Jason,Hunter,DE,1,14,0
20100225,Syd'Quan,Thompson,CB,1,18,0
20030245,Chris,Johnson,CB,1,30,1
20050038,Stanford,Routt,CB,1,0,0
20100137,Perrish,Cox,CB,1,0,0
20070170,William,Gay,CB,1,0,0
20020068,Andre',Goodman,CB,1,77,1
20100164,Crezdon,Butler,CB,1,40,0
20100225,Syd'Quan,Thompson,CB,1,48,1
20070037,Eric,Weddle,FS,1,23,0
20010202,Renaldo,Hill,S,1,31,0
20020005,Quentin,Jammer,CB,1,5,0
19990007,Champ,Bailey,CB,1,0,0
19960061,Brian,Dawkins,S,1,-2,0
